date,state,cases
04/22/2020,New Hampshire,1588
04/22/2020,New Jersey,95865
04/22/2020,New Mexico,2210
04/22/2020,New York,261591
04/22/2020,North Carolina,7220
04/22/2020,North Dakota,679
04/22/2020,Northern Mariana Islands,14
04/22/2020,Ohio,14117
04/22/2020,Oklahoma,2894
04/22/2020,Oregon,2059
04/22/2020,Pennsylvania,36763
04/22/2020,Puerto Rico,915
04/22/2020,Rhode Island,5841
04/22/2020,South Carolina,4761
04/22/2020,South Dakota,1858
04/22/2020,Tennessee,7681
04/22/2020,Texas,21769
04/22/2020,Utah,3451
04/22/2020,Vermont,823
04/22/2020,Virgin Islands,54
04/22/2020,Virginia,10265
04/22/2020,Washington,12606
04/22/2020,West Virginia,939
04/22/2020,Wisconsin,4915
04/22/2020,Wyoming,447
04/23/2020,Alabama,5832
04/23/2020,Alaska,335
04/23/2020,Arizona,5769
04/23/2020,Arkansas,2599
04/23/2020,California,39534
04/23/2020,Colorado,11262
04/23/2020,Connecticut,23100
04/23/2020,Delaware,3308
04/23/2020,District of Columbia,3361
04/23/2020,Florida,29640
04/23/2020,Georgia,20905
04/23/2020,Guam,979
04/23/2020,Hawaii,590
04/23/2020,Idaho,1836
04/23/2020,Illinois,36935
04/23/2020,Indiana,13196
04/23/2020,Iowa,3939
04/23/2020,Kansas,2626
04/23/2020,Kentucky,3548
04/23/2020,Louisiana,25798
04/23/2020,Maine,937
04/23/2020,Maryland,15805
04/23/2020,Massachusetts,46023
04/23/2020,Michigan,35253
04/23/2020,Minnesota,2942
04/23/2020,Mississippi,5153
04/23/2020,Missouri,6321
04/23/2020,Montana,442
04/23/2020,Nebraska,2190
04/23/2020,Nevada,4208
04/23/2020,New Hampshire,1670
04/23/2020,New Jersey,99989
04/23/2020,New Mexico,2379
04/23/2020,New York,267932
04/23/2020,North Carolina,7608
04/23/2020,North Dakota,709
04/23/2020,Northern Mariana Islands,14
04/23/2020,Ohio,14694
04/23/2020,Oklahoma,3017
04/23/2020,Oregon,2127
04/23/2020,Pennsylvania,38334
04/23/2020,Puerto Rico,1230
04/23/2020,Rhode Island,6256
04/23/2020,South Carolina,4917
04/23/2020,South Dakota,1956
04/23/2020,Tennessee,8169
04/23/2020,Texas,22706
04/23/2020,Utah,3621
04/23/2020,Vermont,825
04/23/2020,Virgin Islands,54
04/23/2020,Virginia,10999
04/23/2020,Washington,12981
04/23/2020,West Virginia,981
04/23/2020,Wisconsin,5125
04/23/2020,Wyoming,453
04/24/2020,Alabama,6026
04/24/2020,Alaska,337
04/24/2020,Arizona,6045
04/24/2020,Arkansas,2810
04/24/2020,California,41368
04/24/2020,Colorado,12255
04/24/2020,Connecticut,23921
04/24/2020,Delaware,3442
04/24/2020,District of Columbia,3528
04/24/2020,Florida,30525
04/24/2020,Georgia,21575
04/24/2020,Guam,997
04/24/2020,Hawaii,595
04/24/2020,Idaho,1870
04/24/2020,Illinois,39658
04/24/2020,Indiana,13848
04/24/2020,Iowa,4459
04/24/2020,Kansas,2842
04/24/2020,Kentucky,3779
04/24/2020,Louisiana,26199
04/24/2020,Maine,965
04/24/2020,Maryland,16693
04/24/2020,Massachusetts,50969
04/24/2020,Michigan,36628
04/24/2020,Minnesota,3185
04/24/2020,Mississippi,5434
04/24/2020,Missouri,6625
04/24/2020,Montana,444
04/24/2020,Nebraska,2474
04/24/2020,Nevada,4398
04/24/2020,New Hampshire,1720
04/24/2020,New Jersey,102196
04/24/2020,New Mexico,2524
04/24/2020,New York,276218
04/24/2020,North Carolina,8052
04/24/2020,North Dakota,748
04/24/2020,Northern Mariana Islands,14
04/24/2020,Ohio,15169
04/24/2020,Oklahoma,3120
04/24/2020,Oregon,2177
04/24/2020,Pennsylvania,40298
04/24/2020,Puerto Rico,1276
04/24/2020,Rhode Island,6699
04/24/2020,South Carolina,5070
04/24/2020,South Dakota,2040
04/24/2020,Tennessee,8618
04/24/2020,Texas,23650
04/24/2020,Utah,3782
04/24/2020,Vermont,827
04/24/2020,Virgin Islands,55
04/24/2020,Virginia,11595
04/24/2020,Washington,13197
04/24/2020,West Virginia,1010
04/24/2020,Wisconsin,5431
04/24/2020,Wyoming,473
04/25/2020,Alabama,6213
04/25/2020,Alaska,337
04/25/2020,Arizona,6280
04/25/2020,Arkansas,2909
04/25/2020,California,42590
04/25/2020,Colorado,12967
04/25/2020,Connecticut,24582
04/25/2020,Delaware,3576
04/25/2020,District of Columbia,3699
04/25/2020,Florida,30831
04/25/2020,Georgia,22225
04/25/2020,Guam,997
04/25/2020,Hawaii,597
04/25/2020,Idaho,1887
04/25/2020,Illinois,41777
04/25/2020,Indiana,14567
04/25/2020,Iowa,5109
04/25/2020,Kansas,3091
04/25/2020,Kentucky,3905
04/25/2020,Louisiana,26571
04/25/2020,Maine,990
04/25/2020,Maryland,17844
04/25/2020,Massachusetts,53348
04/25/2020,Michigan,37302
04/25/2020,Minnesota,3446
04/25/2020,Mississippi,5718
04/25/2020,Missouri,6826
04/25/2020,Montana,445
04/25/2020,Nebraska,2898
04/25/2020,Nevada,4539
04/25/2020,New Hampshire,1793
04/25/2020,New Jersey,105523
04/25/2020,New Mexico,2662
04/25/2020,New York,286901
04/25/2020,North Carolina,8548
04/25/2020,North Dakota,803
04/25/2020,Northern Mariana Islands,14
04/25/2020,Ohio,15587
04/25/2020,Oklahoma,3193
04/25/2020,Oregon,2253
04/25/2020,Pennsylvania,41626
04/25/2020,Puerto Rico,1307
04/25/2020,Rhode Island,7129
04/25/2020,South Carolina,5253
04/25/2020,South Dakota,2147
04/25/2020,Tennessee,8918
04/25/2020,Texas,24494
04/25/2020,Utah,3950
04/25/2020,Vermont,843
04/25/2020,Virgin Islands,57
04/25/2020,Virginia,12365
04/25/2020,Washington,13565
04/25/2020,West Virginia,1025
04/25/2020,Wisconsin,5762
04/25/2020,Wyoming,477
04/26/2020,Alabama,6421
04/26/2020,Alaska,339
04/26/2020,Arizona,6526
04/26/2020,Arkansas,3001
04/26/2020,California,43691
04/26/2020,Colorado,13440
04/26/2020,Connecticut,25269
04/26/2020,Delaware,4034
04/26/2020,District of Columbia,3841
04/26/2020,Florida,31520
04/26/2020,Georgia,22459
04/26/2020,Guam,997
04/26/2020,Hawaii,599
04/26/2020,Idaho,1897
04/26/2020,Illinois,43903
04/26/2020,Indiana,15187
04/26/2020,Iowa,5490
04/26/2020,Kansas,3198
04/26/2020,Kentucky,4074
04/26/2020,Louisiana,26832
04/26/2020,Maine,1015
04/26/2020,Maryland,18664
04/26/2020,Massachusetts,54938
04/26/2020,Michigan,38003
04/26/2020,Minnesota,3602
04/26/2020,Mississippi,5911
04/26/2020,Missouri,6997
04/26/2020,Montana,448
04/26/2020,Nebraska,3126
04/26/2020,Nevada,4638
04/26/2020,New Hampshire,1864
04/26/2020,New Jersey,109038
04/26/2020,New Mexico,2728
04/26/2020,New York,292914
04/26/2020,North Carolina,8830
04/26/2020,North Dakota,867
04/26/2020,Northern Mariana Islands,14
04/26/2020,Ohio,15963
04/26/2020,Oklahoma,3253
04/26/2020,Oregon,2311
04/26/2020,Pennsylvania,42709
04/26/2020,Puerto Rico,1371
04/26/2020,Rhode Island,7439
04/26/2020,South Carolina,5490
04/26/2020,South Dakota,2213
04/26/2020,Tennessee,9435
04/26/2020,Texas,25209
04/26/2020,Utah,4123
04/26/2020,Vermont,851
04/26/2020,Virgin Islands,59
04/26/2020,Virginia,12969
04/26/2020,Washington,13744
04/26/2020,West Virginia,1054
04/26/2020,Wisconsin,5986
04/26/2020,Wyoming,502
04/27/2020,Alabama,6539
04/27/2020,Alaska,343
04/27/2020,Arizona,6716
04/27/2020,Arkansas,3069
04/27/2020,California,45208
04/27/2020,Colorado,13804
04/27/2020,Connecticut,25997
04/27/2020,Delaware,4162
04/27/2020,District of Columbia,3892
04/27/2020,Florida,32130
04/27/2020,Georgia,23229
04/27/2020,Guam,1113
04/27/2020,Hawaii,600
04/27/2020,Idaho,1917
04/27/2020,Illinois,45883
04/27/2020,Indiana,16137
04/27/2020,Iowa,5868
04/27/2020,Kansas,3407
04/27/2020,Kentucky,4146
04/27/2020,Louisiana,27111
04/27/2020,Maine,1023
04/27/2020,Maryland,19574
04/27/2020,Massachusetts,56462
04/27/2020,Michigan,38457
04/27/2020,Minnesota,3816
04/27/2020,Mississippi,6094
04/27/2020,Missouri,7171
04/27/2020,Montana,449
04/27/2020,Nebraska,3487
04/27/2020,Nevada,4708
04/27/2020,New Hampshire,1938
04/27/2020,New Jersey,111188
04/27/2020,New Mexico,2825
04/27/2020,New York,296991
04/27/2020,North Carolina,9035
04/27/2020,North Dakota,942
04/27/2020,Northern Mariana Islands,14
04/27/2020,Ohio,16325
04/27/2020,Oklahoma,3280
04/27/2020,Oregon,2354
04/27/2020,Pennsylvania,43728
04/27/2020,Puerto Rico,1388
04/27/2020,Rhode Island,7708
04/27/2020,South Carolina,5613
04/27/2020,South Dakota,2246
04/27/2020,Tennessee,9739
04/27/2020,Texas,25963
04/27/2020,Utah,4236
04/27/2020,Vermont,855
04/27/2020,Virgin Islands,59
04/27/2020,Virginia,13534
04/27/2020,Washington,13958
04/27/2020,West Virginia,1078
04/27/2020,Wisconsin,6164
04/27/2020,Wyoming,520
04/28/2020,Alabama,6750
04/28/2020,Alaska,349
04/28/2020,Arizona,6948
04/28/2020,Arkansas,3127
04/28/2020,California,46570
04/28/2020,Colorado,14239
04/28/2020,Connecticut,26312
04/28/2020,Delaware,4575
04/28/2020,District of Columbia,3994
04/28/2020,Florida,32838
04/28/2020,Georgia,23607
04/28/2020,Guam,1114
04/28/2020,Hawaii,602
04/28/2020,Idaho,1952
04/28/2020,Illinois,48102
04/28/2020,Indiana,16783
04/28/2020,Iowa,6376
04/28/2020,Kansas,3601
04/28/2020,Kentucky,4375
04/28/2020,Louisiana,27329
04/28/2020,Maine,1040
04/28/2020,Maryland,20200
04/28/2020,Massachusetts,58302
04/28/2020,Michigan,39469
04/28/2020,Minnesota,4181
04/28/2020,Mississippi,6342
04/28/2020,Missouri,7306
04/28/2020,Montana,451
04/28/2020,Nebraska,3613
04/28/2020,Nevada,4812
04/28/2020,New Hampshire,2010
04/28/2020,New Jersey,113856
04/28/2020,New Mexico,2975
04/28/2020,New York,300276
04/28/2020,North Carolina,9568
04/28/2020,North Dakota,991
04/28/2020,Northern Mariana Islands,14
04/28/2020,Ohio,16769
04/28/2020,Oklahoma,3410
04/28/2020,Oregon,2385
04/28/2020,Pennsylvania,45323
04/28/2020,Puerto Rico,1400
04/28/2020,Rhode Island,7926
04/28/2020,South Carolina,5735
04/28/2020,South Dakota,2314
04/28/2020,Tennessee,9974
04/28/2020,Texas,26868
04/28/2020,Utah,4343
04/28/2020,Vermont,862
04/28/2020,Virgin Islands,62
04/28/2020,Virginia,14338
04/28/2020,Washington,14165
04/28/2020,West Virginia,1096
04/28/2020,Wisconsin,6389
04/28/2020,Wyoming,536
04/29/2020,Alabama,6925
04/29/2020,Alaska,353
04/29/2020,Arizona,7202
04/29/2020,Arkansas,3207
04/29/2020,California,48904
04/29/2020,Colorado,14680
04/29/2020,Connecticut,26767
04/29/2020,Delaware,4655
04/29/2020,District of Columbia,4106
04/29/2020,Florida,33185
04/29/2020,Georgia,24300
04/29/2020,Guam,1114
04/29/2020,Hawaii,605
04/29/2020,Idaho,1984
04/29/2020,Illinois,50355
04/29/2020,Indiana,17409
04/29/2020,Iowa,6843
04/29/2020,Kansas,3811
04/29/2020,Kentucky,4538
04/29/2020,Louisiana,27703
04/29/2020,Maine,1056
04/29/2020,Maryland,20942
04/29/2020,Massachusetts,60265
04/29/2020,Michigan,40443
04/29/2020,Minnesota,4644
04/29/2020,Mississippi,6569
04/29/2020,Missouri,7426
04/29/2020,Montana,451
04/29/2020,Nebraska,3876
04/29/2020,Nevada,4934
04/29/2020,New Hampshire,2054
04/29/2020,New Jersey,116264
04/29/2020,New Mexico,3213
04/29/2020,New York,304994
04/29/2020,North Carolina,9947
04/29/2020,North Dakota,1033
04/29/2020,Northern Mariana Islands,14
04/29/2020,Ohio,17303
04/29/2020,Oklahoma,3473
04/29/2020,Oregon,2446
04/29/2020,Pennsylvania,46191
04/29/2020,Puerto Rico,1465
04/29/2020,Rhode Island,8247
04/29/2020,South Carolina,5881
04/29/2020,South Dakota,2375
04/29/2020,Tennessee,10255
04/29/2020,Texas,27839
04/29/2020,Utah,4499
04/29/2020,Vermont,862
04/29/2020,Virgin Islands,66
04/29/2020,Virginia,14961
04/29/2020,Washington,14490
04/29/2020,West Virginia,1110
04/29/2020,Wisconsin,6621
04/29/2020,Wyoming,544
04/30/2020,Alabama,7068
04/30/2020,Alaska,353
04/30/2020,Arizona,7648
04/30/2020,Arkansas,3281
04/30/2020,California,50470
04/30/2020,Colorado,15207
04/30/2020,Connecticut,27700
04/30/2020,Delaware,4734
04/30/2020,District of Columbia,4323
04/30/2020,Florida,33683
04/30/2020,Georgia,25431
04/30/2020,Guam,1115
04/30/2020,Hawaii,609
04/30/2020,Idaho,2016
04/30/2020,Illinois,52918
04/30/2020,Indiana,18099
04/30/2020,Iowa,7145
04/30/2020,Kansas,4305
04/30/2020,Kentucky,4708
04/30/2020,Louisiana,28044
04/30/2020,Maine,1095
04/30/2020,Maryland,21825
04/30/2020,Massachusetts,62205
04/30/2020,Michigan,41348
04/30/2020,Minnesota,5136
04/30/2020,Mississippi,6815
04/30/2020,Missouri,7563
04/30/2020,Montana,452
04/30/2020,Nebraska,4332
04/30/2020,Nevada,5053
04/30/2020,New Hampshire,2146
04/30/2020,New Jersey,118652
04/30/2020,New Mexico,3411
04/30/2020,New York,309696
04/30/2020,North Carolina,10507
04/30/2020,North Dakota,1067
04/30/2020,Northern Mariana Islands,14
04/30/2020,Ohio,18027
04/30/2020,Oklahoma,3618
04/30/2020,Oregon,2510
04/30/2020,Pennsylvania,48224
04/30/2020,Puerto Rico,1537
04/30/2020,Rhode Island,8621
04/30/2020,South Carolina,6095
04/30/2020,South Dakota,2450
04/30/2020,Tennessee,10506
04/30/2020,Texas,29072
04/30/2020,Utah,4672
04/30/2020,Vermont,866
04/30/2020,Virgin Islands,66
04/30/2020,Virginia,15846
04/30/2020,Washington,14814
04/30/2020,West Virginia,1126
04/30/2020,Wisconsin,6973
04/30/2020,Wyoming,559
05/01/2020,Alabama,7294
05/01/2020,Alaska,362
05/01/2020,Arizona,7962
05/01/2020,Arkansas,3310
05/01/2020,California,52318
05/01/2020,Colorado,15661
05/01/2020,Connecticut,28764
05/01/2020,Delaware,4918
05/01/2020,District of Columbia,4658
05/01/2020,Florida,34720
05/01/2020,Georgia,26436
05/01/2020,Guam,1115
05/01/2020,Hawaii,610
05/01/2020,Idaho,2035
05/01/2020,Illinois,56055
05/01/2020,Indiana,18941
05/01/2020,Iowa,7883
05/01/2020,Kansas,4510
05/01/2020,Kentucky,4879
05/01/2020,Louisiana,28754
05/01/2020,Maine,1123
05/01/2020,Maryland,23566
05/01/2020,Massachusetts,64311
05/01/2020,Michigan,42348
05/01/2020,Minnesota,5730
05/01/2020,Mississippi,7212
05/01/2020,Missouri,7840
05/01/2020,Montana,452
05/01/2020,Nebraska,4838
05/01/2020,Nevada,5249
05/01/2020,New Hampshire,2310
05/01/2020,New Jersey,121190
05/01/2020,New Mexico,3513
05/01/2020,New York,313575
05/01/2020,North Carolina,10922
05/01/2020,North Dakota,1107
05/01/2020,Northern Mariana Islands,14
05/01/2020,Ohio,18743
05/01/2020,Oklahoma,3748
05/01/2020,Oregon,2579
05/01/2020,Pennsylvania,49764
05/01/2020,Puerto Rico,1573
05/01/2020,Rhode Island,8962
05/01/2020,South Carolina,6258
05/01/2020,South Dakota,2525
05/01/2020,Tennessee,11781
05/01/2020,Texas,30342
05/01/2020,Utah,4829
05/01/2020,Vermont,879
05/01/2020,Virgin Islands,66
05/01/2020,Virginia,16901
05/01/2020,Washington,15134
05/01/2020,West Virginia,1152
05/01/2020,Wisconsin,7439
05/01/2020,Wyoming,566
05/02/2020,Alabama,7611
05/02/2020,Alaska,363
05/02/2020,Arizona,8364
05/02/2020,Arkansas,3372
05/02/2020,California,53753
05/02/2020,Colorado,16118
05/02/2020,Connecticut,29287
05/02/2020,Delaware,5038
05/02/2020,District of Columbia,4797
05/02/2020,Florida,35455
05/02/2020,Georgia,27268
05/02/2020,Guam,1117
05/02/2020,Hawaii,611
05/02/2020,Idaho,2061
05/02/2020,Illinois,58505
05/02/2020,Indiana,19629
05/02/2020,Iowa,8641
05/02/2020,Kansas,4863
05/02/2020,Kentucky,4881
05/02/2020,Louisiana,29183
05/02/2020,Maine,1152
05/02/2020,Maryland,24568
05/02/2020,Massachusetts,66263
05/02/2020,Michigan,43191
05/02/2020,Minnesota,6228
05/02/2020,Mississippi,7441
05/02/2020,Missouri,8154
05/02/2020,Montana,454
05/02/2020,Nebraska,5332
05/02/2020,Nevada,5390
05/02/2020,New Hampshire,2429
05/02/2020,New Jersey,123717
05/02/2020,New Mexico,3732
05/02/2020,New York,318134
05/02/2020,North Carolina,11514
05/02/2020,North Dakota,1153
05/02/2020,Northern Mariana Islands,14
05/02/2020,Ohio,19335
05/02/2020,Oklahoma,3851
05/02/2020,Oregon,2635
05/02/2020,Pennsylvania,51071
05/02/2020,Puerto Rico,1755
05/02/2020,Rhode Island,9289
05/02/2020,South Carolina,6489
05/02/2020,South Dakota,2587
05/02/2020,Tennessee,12376
05/02/2020,Texas,31433
05/02/2020,Utah,4981
05/02/2020,Vermont,886
05/02/2020,Virgin Islands,66
05/02/2020,Virginia,17731
05/02/2020,Washington,15383
05/02/2020,West Virginia,1185
05/02/2020,Wisconsin,7785
05/02/2020,Wyoming,579
05/03/2020,Alabama,7888
05/03/2020,Alaska,366
05/03/2020,Arizona,8640
05/03/2020,Arkansas,3431
05/03/2020,California,55072
05/03/2020,Colorado,16527
05/03/2020,Connecticut,29287
05/03/2020,Delaware,5208
05/03/2020,District of Columbia,5016
05/03/2020,Florida,36070
05/03/2020,Georgia,27618
05/03/2020,Guam,1118
05/03/2020,Hawaii,611
05/03/2020,Idaho,2059
05/03/2020,Illinois,61499
05/03/2020,Indiana,20267
05/03/2020,Iowa,9169
05/03/2020,Kansas,5177
05/03/2020,Kentucky,5223
05/03/2020,Louisiana,29383
05/03/2020,Maine,1185
05/03/2020,Maryland,25561
05/03/2020,Massachusetts,68087
05/03/2020,Michigan,43803
05/03/2020,Minnesota,6663
05/03/2020,Mississippi,7550
05/03/2020,Missouri,8454
05/03/2020,Montana,454
05/03/2020,Nebraska,5686
05/03/2020,Nevada,5473
05/03/2020,New Hampshire,2518
05/03/2020,New Jersey,126744
05/03/2020,New Mexico,3850
05/03/2020,New York,321833
05/03/2020,North Carolina,11668
05/03/2020,North Dakota,1191
05/03/2020,Northern Mariana Islands,14
05/03/2020,Ohio,19914
05/03/2020,Oklahoma,3972
05/03/2020,Oregon,2680
05/03/2020,Pennsylvania,52079
05/03/2020,Puerto Rico,1806
05/03/2020,Rhode Island,9477
05/03/2020,South Carolina,6626
05/03/2020,South Dakota,2630
05/03/2020,Tennessee,12871
05/03/2020,Texas,32299
05/03/2020,Utah,5175
05/03/2020,Vermont,897
05/03/2020,Virgin Islands,66
05/03/2020,Virginia,18671
05/03/2020,Washington,15943
05/03/2020,West Virginia,1196
05/03/2020,Wisconsin,8089
05/03/2020,Wyoming,586
05/04/2020,Alabama,8112
05/04/2020,Alaska,368
05/04/2020,Arizona,8919
05/04/2020,Arkansas,3469
05/04/2020,California,56333
05/04/2020,Colorado,16799
05/04/2020,Connecticut,29973
05/04/2020,Delaware,5288
05/04/2020,District of Columbia,5170
05/04/2020,Florida,36889
05/04/2020,Georgia,28350
05/04/2020,Guam,1118
05/04/2020,Hawaii,612
05/04/2020,Idaho,2106
05/04/2020,Illinois,63840
05/04/2020,Indiana,20855
05/04/2020,Iowa,9703
05/04/2020,Kansas,5385
05/04/2020,Kentucky,5370
05/04/2020,Louisiana,29746
05/04/2020,Maine,1205
05/04/2020,Maryland,26509
05/04/2020,Massachusetts,69087
05/04/2020,Michigan,43996
05/04/2020,Minnesota,7234
05/04/2020,Mississippi,7877
05/04/2020,Missouri,8776
05/04/2020,Montana,456
05/04/2020,Nebraska,6123
05/04/2020,Nevada,5627
05/04/2020,New Hampshire,2588
05/04/2020,New Jersey,128269
05/04/2020,New Mexico,4030
05/04/2020,New York,324357
05/04/2020,North Carolina,11871
05/04/2020,North Dakota,1225
05/04/2020,Northern Mariana Islands,14
05/04/2020,Ohio,20474
05/04/2020,Oklahoma,4044
05/04/2020,Oregon,2759
05/04/2020,Pennsylvania,52992
05/04/2020,Puerto Rico,1875
05/04/2020,Rhode Island,9652
05/04/2020,South Carolina,6757
05/04/2020,South Dakota,2667
05/04/2020,Tennessee,13283
05/04/2020,Texas,33134
05/04/2020,Utah,5326
05/04/2020,Vermont,902
05/04/2020,Virgin Islands,66
05/04/2020,Virginia,19492
05/04/2020,Washington,16047
05/04/2020,West Virginia,1225
05/04/2020,Wisconsin,8362
05/04/2020,Wyoming,596
05/05/2020,Alabama,8437
05/05/2020,Alaska,369
05/05/2020,Arizona,9305
05/05/2020,Arkansas,3525
05/05/2020,California,58848
05/05/2020,Colorado,17256
05/05/2020,Connecticut,30621
05/05/2020,Delaware,5371
05/05/2020,District of Columbia,5322
05/05/2020,Florida,37431
05/05/2020,Georgia,28876
05/05/2020,Guam,1118
05/05/2020,Hawaii,615
05/05/2020,Idaho,2127
05/05/2020,Illinois,65889
05/05/2020,Indiana,21423
05/05/2020,Iowa,10111
05/05/2020,Kansas,5627
05/05/2020,Kentucky,5822
05/05/2020,Louisiana,30069
05/05/2020,Maine,1226
05/05/2020,Maryland,27217
05/05/2020,Massachusetts,70271
05/05/2020,Michigan,44391
05/05/2020,Minnesota,7851
05/05/2020,Mississippi,8207
05/05/2020,Missouri,8919
05/05/2020,Montana,456
05/05/2020,Nebraska,6442
05/05/2020,Nevada,5665
05/05/2020,New Hampshire,2636
05/05/2020,New Jersey,130593
05/05/2020,New Mexico,4137
05/05/2020,New York,326659
05/05/2020,North Carolina,12283
05/05/2020,North Dakota,1266
05/05/2020,Northern Mariana Islands,14
05/05/2020,Ohio,20969
05/05/2020,Oklahoma,4127
05/05/2020,Oregon,2839
05/05/2020,Pennsylvania,53967
05/05/2020,Puerto Rico,1924
05/05/2020,Rhode Island,9933
05/05/2020,South Carolina,6841
05/05/2020,South Dakota,2720
05/05/2020,Tennessee,13555
05/05/2020,Texas,34286
05/05/2020,Utah,5449
05/05/2020,Vermont,907
05/05/2020,Virgin Islands,66
05/05/2020,Virginia,20256
05/05/2020,Washington,16234
05/05/2020,West Virginia,1243
05/05/2020,Wisconsin,8696
05/05/2020,Wyoming,604
05/06/2020,Alabama,8691
05/06/2020,Alaska,370
05/06/2020,Arizona,9707
05/06/2020,Arkansas,3611
05/06/2020,California,60787
05/06/2020,Colorado,17720
05/06/2020,Connecticut,30995
05/06/2020,Delaware,5778
05/06/2020,District of Columbia,5461
05/06/2020,Florida,37994
05/06/2020,Georgia,29724
05/06/2020,Guam,1118
05/06/2020,Hawaii,616
05/06/2020,Idaho,2158
05/06/2020,Illinois,68164
05/06/2020,Indiana,22286
05/06/2020,Iowa,10404
05/06/2020,Kansas,5893
05/06/2020,Kentucky,5946
05/06/2020,Louisiana,30472
05/06/2020,Maine,1254
05/06/2020,Maryland,28263
05/06/2020,Massachusetts,72025
05/06/2020,Michigan,45079
05/06/2020,Minnesota,8579
05/06/2020,Mississippi,8424
05/06/2020,Missouri,9164
05/06/2020,Montana,456
05/06/2020,Nebraska,6771
05/06/2020,Nevada,5744
05/06/2020,New Hampshire,2741
05/06/2020,New Jersey,131890
05/06/2020,New Mexico,4290
05/06/2020,New York,329405
05/06/2020,North Carolina,12783
05/06/2020,North Dakota,1323
05/06/2020,Northern Mariana Islands,15
05/06/2020,Ohio,21576
05/06/2020,Oklahoma,4201
05/06/2020,Oregon,2916
05/06/2020,Pennsylvania,54989
05/06/2020,Puerto Rico,1968
05/06/2020,Rhode Island,10205
05/06/2020,South Carolina,6936
05/06/2020,South Dakota,2779
05/06/2020,Tennessee,13737
05/06/2020,Texas,35441
05/06/2020,Utah,5605
05/06/2020,Vermont,908
05/06/2020,Virgin Islands,66
05/06/2020,Virginia,20254
05/06/2020,Washington,16873
05/06/2020,West Virginia,1277
05/06/2020,Wisconsin,9052
05/06/2020,Wyoming,631
05/07/2020,Alabama,9046
05/07/2020,Alaska,373
05/07/2020,Arizona,9945
05/07/2020,Arkansas,3694
05/07/2020,California,62481
05/07/2020,Colorado,18264
05/07/2020,Connecticut,31784
05/07/2020,Delaware,5939
05/07/2020,District of Columbia,5654
05/07/2020,Florida,38820
05/07/2020,Georgia,30524
05/07/2020,Guam,1118
05/07/2020,Hawaii,619
05/07/2020,Idaho,2178
05/07/2020,Illinois,70802
05/07/2020,Indiana,22942
05/07/2020,Iowa,11059
05/07/2020,Kansas,6240
05/07/2020,Kentucky,6173
05/07/2020,Louisiana,30725
05/07/2020,Maine,1330
05/07/2020,Maryland,29476
05/07/2020,Massachusetts,73721
05/07/2020,Michigan,45643
05/07/2020,Minnesota,9364
05/07/2020,Mississippi,8686
05/07/2020,Missouri,9409
05/07/2020,Montana,456
05/07/2020,Nebraska,7190
05/07/2020,Nevada,5858
05/07/2020,New Hampshire,2843
05/07/2020,New Jersey,133635
05/07/2020,New Mexico,4492
05/07/2020,New York,332931
05/07/2020,North Carolina,13431
05/07/2020,North Dakota,1371
05/07/2020,Northern Mariana Islands,15
05/07/2020,Ohio,22131
05/07/2020,Oklahoma,4330
05/07/2020,Oregon,2989
05/07/2020,Pennsylvania,56149
05/07/2020,Puerto Rico,2031
05/07/2020,Rhode Island,10530
05/07/2020,South Carolina,7142
05/07/2020,South Dakota,2905
05/07/2020,Tennessee,14108
05/07/2020,Texas,36682
05/07/2020,Utah,5724
05/07/2020,Vermont,916
05/07/2020,Virgin Islands,68
05/07/2020,Virginia,21568
05/07/2020,Washington,17187
05/07/2020,West Virginia,1298
05/07/2020,Wisconsin,9369
05/07/2020,Wyoming,635
05/08/2020,Alabama,9385
05/08/2020,Alaska,376
05/08/2020,Arizona,10526
05/08/2020,Arkansas,3747
05/08/2020,California,64616
05/08/2020,Colorado,18719
05/08/2020,Connecticut,32411
05/08/2020,Delaware,6083
05/08/2020,District of Columbia,5899
05/08/2020,Florida,39191
05/08/2020,Georgia,31089
05/08/2020,Guam,1120
05/08/2020,Hawaii,619
05/08/2020,Idaho,2205
05/08/2020,Illinois,73688
05/08/2020,Indiana,23620
05/08/2020,Iowa,11457
05/08/2020,Kansas,6751
05/08/2020,Kentucky,6298
05/08/2020,Louisiana,30928
05/08/2020,Maine,1374
05/08/2020,Maryland,30592
05/08/2020,Massachusetts,75333
05/08/2020,Michigan,46319
05/08/2020,Minnesota,10087
05/08/2020,Mississippi,9090
05/08/2020,Missouri,9573
05/08/2020,Montana,458
05/08/2020,Nebraska,7830
05/08/2020,Nevada,5942
05/08/2020,New Hampshire,2947
05/08/2020,New Jersey,135454
05/08/2020,New Mexico,4673
05/08/2020,New York,335804
05/08/2020,North Carolina,13879
05/08/2020,North Dakota,1425
05/08/2020,Northern Mariana Islands,15
05/08/2020,Ohio,23018
05/08/2020,Oklahoma,4424
05/08/2020,Oregon,3068
05/08/2020,Pennsylvania,57501
05/08/2020,Puerto Rico,2156
05/08/2020,Rhode Island,10779
05/08/2020,South Carolina,7367
05/08/2020,South Dakota,3144
05/08/2020,Tennessee,14276
05/08/2020,Texas,37943
05/08/2020,Utah,5919
05/08/2020,Vermont,919
05/08/2020,Virgin Islands,69
05/08/2020,Virginia,22340
05/08/2020,Washington,17477
05/08/2020,West Virginia,1324
05/08/2020,Wisconsin,9750
05/08/2020,Wyoming,644
