date,state,cases
06/21/2020,Minnesota,32952
06/21/2020,Mississippi,21022
06/21/2020,Missouri,18552
06/21/2020,Montana,717
06/21/2020,Nebraska,17810
06/21/2020,Nevada,13236
06/21/2020,New Hampshire,5544
06/21/2020,New Jersey,169142
06/21/2020,New Mexico,10565
06/21/2020,New York,392702
06/21/2020,North Carolina,52854
06/21/2020,North Dakota,3294
06/21/2020,Northern Mariana Islands,30
06/21/2020,Ohio,44808
06/21/2020,Oklahoma,10515
06/21/2020,Oregon,6945
06/21/2020,Pennsylvania,86024
06/21/2020,Puerto Rico,6525
06/21/2020,Rhode Island,16337
06/21/2020,South Carolina,24693
06/21/2020,South Dakota,6297
06/21/2020,Tennessee,34719
06/21/2020,Texas,114886
06/21/2020,Utah,17567
06/21/2020,Vermont,1159
06/21/2020,Virgin Islands,76
06/21/2020,Virginia,57935
06/21/2020,Washington,29797
06/21/2020,West Virginia,2543
06/21/2020,Wisconsin,27598
06/21/2020,Wyoming,1197
06/22/2020,Alabama,30454
06/22/2020,Alaska,869
06/22/2020,Arizona,54767
06/22/2020,Arkansas,16083
06/22/2020,California,184620
06/22/2020,Colorado,30689
06/22/2020,Connecticut,45782
06/22/2020,Delaware,10820
06/22/2020,District of Columbia,10058
06/22/2020,Florida,100209
06/22/2020,Georgia,62705
06/22/2020,Guam,1191
06/22/2020,Hawaii,804
06/22/2020,Idaho,4267
06/22/2020,Illinois,138615
06/22/2020,Indiana,43709
06/22/2020,Iowa,26217
06/22/2020,Kansas,12576
06/22/2020,Kentucky,14073
06/22/2020,Louisiana,50352
06/22/2020,Maine,2971
06/22/2020,Maryland,65202
06/22/2020,Massachusetts,107210
06/22/2020,Michigan,68144
06/22/2020,Minnesota,33259
06/22/2020,Mississippi,22287
06/22/2020,Missouri,18733
06/22/2020,Montana,734
06/22/2020,Nebraska,17957
06/22/2020,Nevada,13575
06/22/2020,New Hampshire,5558
06/22/2020,New Jersey,169415
06/22/2020,New Mexico,10694
06/22/2020,New York,393257
06/22/2020,North Carolina,53840
06/22/2020,North Dakota,3319
06/22/2020,Northern Mariana Islands,30
06/22/2020,Ohio,45537
06/22/2020,Oklahoma,10733
06/22/2020,Oregon,7115
06/22/2020,Pennsylvania,86666
06/22/2020,Puerto Rico,6564
06/22/2020,Rhode Island,16459
06/22/2020,South Carolina,25701
06/22/2020,South Dakota,6326
06/22/2020,Tennessee,35255
06/22/2020,Texas,119646
06/22/2020,Utah,18035
06/22/2020,Vermont,1163
06/22/2020,Virgin Islands,76
06/22/2020,Virginia,58405
06/22/2020,Washington,30443
06/22/2020,West Virginia,2571
06/22/2020,Wisconsin,27849
06/22/2020,Wyoming,1230
06/23/2020,Alabama,31097
06/23/2020,Alaska,905
06/23/2020,Arizona,58397
06/23/2020,Arkansas,16678
06/23/2020,California,191039
06/23/2020,Colorado,30877
06/23/2020,Connecticut,45899
06/23/2020,Delaware,10847
06/23/2020,District of Columbia,10094
06/23/2020,Florida,103495
06/23/2020,Georgia,64577
06/23/2020,Guam,1194
06/23/2020,Hawaii,807
06/23/2020,Idaho,4412
06/23/2020,Illinois,139282
06/23/2020,Indiana,43967
06/23/2020,Iowa,26470
06/23/2020,Kansas,12659
06/23/2020,Kentucky,14323
06/23/2020,Louisiana,51708
06/23/2020,Maine,2994
06/23/2020,Maryland,65602
06/23/2020,Massachusetts,107439
06/23/2020,Michigan,68373
06/23/2020,Minnesota,33501
06/23/2020,Mississippi,22898
06/23/2020,Missouri,19148
06/23/2020,Montana,743
06/23/2020,Nebraska,18091
06/23/2020,Nevada,14058
06/23/2020,New Hampshire,5571
06/23/2020,New Jersey,169734
06/23/2020,New Mexico,10838
06/23/2020,New York,393855
06/23/2020,North Carolina,54826
06/23/2020,North Dakota,3326
06/23/2020,Northern Mariana Islands,30
06/23/2020,Ohio,46127
06/23/2020,Oklahoma,11028
06/23/2020,Oregon,7317
06/23/2020,Pennsylvania,87283
06/23/2020,Puerto Rico,6685
06/23/2020,Rhode Island,16533
06/23/2020,South Carolina,26613
06/23/2020,South Dakota,6353
06/23/2020,Tennessee,36018
06/23/2020,Texas,124726
06/23/2020,Utah,18454
06/23/2020,Vermont,1164
06/23/2020,Virgin Islands,78
06/23/2020,Virginia,58933
06/23/2020,Washington,30778
06/23/2020,West Virginia,2593
06/23/2020,Wisconsin,28187
06/23/2020,Wyoming,1254
06/24/2020,Alabama,32064
06/24/2020,Alaska,926
06/24/2020,Arizona,60207
06/24/2020,Arkansas,17375
06/24/2020,California,195889
06/24/2020,Colorado,31139
06/24/2020,Connecticut,45913
06/24/2020,Delaware,10889
06/24/2020,District of Columbia,10128
06/24/2020,Florida,109006
06/24/2020,Georgia,66290
06/24/2020,Guam,1200
06/24/2020,Hawaii,821
06/24/2020,Idaho,4650
06/24/2020,Illinois,140025
06/24/2020,Indiana,44260
06/24/2020,Iowa,26897
06/24/2020,Kansas,13110
06/24/2020,Kentucky,14522
06/24/2020,Louisiana,52590
06/24/2020,Maine,3017
06/24/2020,Maryland,65934
06/24/2020,Massachusetts,107611
06/24/2020,Michigan,68711
06/24/2020,Minnesota,33798
06/24/2020,Mississippi,23424
06/24/2020,Missouri,19478
06/24/2020,Montana,766
06/24/2020,Nebraska,18220
06/24/2020,Nevada,14460
06/24/2020,New Hampshire,5598
06/24/2020,New Jersey,169892
06/24/2020,New Mexico,10990
06/24/2020,New York,394430
06/24/2020,North Carolina,56263
06/24/2020,North Dakota,3370
06/24/2020,Northern Mariana Islands,30
06/24/2020,Ohio,46759
06/24/2020,Oklahoma,11509
06/24/2020,Oregon,7462
06/24/2020,Pennsylvania,87775
06/24/2020,Puerto Rico,6820
06/24/2020,Rhode Island,16606
06/24/2020,South Carolina,27897
06/24/2020,South Dakota,6419
06/24/2020,Tennessee,36822
06/24/2020,Texas,131310
06/24/2020,Utah,18915
06/24/2020,Vermont,1184
06/24/2020,Virgin Islands,80
06/24/2020,Virginia,59444
06/24/2020,Washington,31400
06/24/2020,West Virginia,2629
06/24/2020,Wisconsin,28652
06/24/2020,Wyoming,1282
06/25/2020,Alabama,33206
06/25/2020,Alaska,971
06/25/2020,Arizona,63297
06/25/2020,Arkansas,18062
06/25/2020,California,201413
06/25/2020,Colorado,31463
06/25/2020,Connecticut,45994
06/25/2020,Delaware,10980
06/25/2020,District of Columbia,10159
06/25/2020,Florida,114010
06/25/2020,Georgia,67796
06/25/2020,Guam,1214
06/25/2020,Hawaii,836
06/25/2020,Idaho,4869
06/25/2020,Illinois,140935
06/25/2020,Indiana,44779
06/25/2020,Iowa,27384
06/25/2020,Kansas,13207
06/25/2020,Kentucky,14793
06/25/2020,Louisiana,53528
06/25/2020,Maine,3070
06/25/2020,Maryland,66397
06/25/2020,Massachusetts,107837
06/25/2020,Michigan,69159
06/25/2020,Minnesota,34158
06/25/2020,Mississippi,24516
06/25/2020,Missouri,20076
06/25/2020,Montana,803
06/25/2020,Nebraska,18346
06/25/2020,Nevada,14911
06/25/2020,New Hampshire,5638
06/25/2020,New Jersey,172050
06/25/2020,New Mexico,11192
06/25/2020,New York,395168
06/25/2020,North Carolina,57540
06/25/2020,North Dakota,3402
06/25/2020,Northern Mariana Islands,30
06/25/2020,Ohio,47651
06/25/2020,Oklahoma,11947
06/25/2020,Oregon,7605
06/25/2020,Pennsylvania,88230
06/25/2020,Puerto Rico,6877
06/25/2020,Rhode Island,16640
06/25/2020,South Carolina,29022
06/25/2020,South Dakota,6479
06/25/2020,Tennessee,37695
06/25/2020,Texas,136783
06/25/2020,Utah,19544
06/25/2020,Vermont,1191
06/25/2020,Virgin Islands,81
06/25/2020,Virginia,59876
06/25/2020,Washington,31998
06/25/2020,West Virginia,2693
06/25/2020,Wisconsin,29204
06/25/2020,Wyoming,1326
06/26/2020,Alabama,34183
06/26/2020,Alaska,1001
06/26/2020,Arizona,66676
06/26/2020,Arkansas,18740
06/26/2020,California,207027
06/26/2020,Colorado,31780
06/26/2020,Connecticut,46059
06/26/2020,Delaware,11017
06/26/2020,District of Columbia,10185
06/26/2020,Florida,122952
06/26/2020,Georgia,69542
06/26/2020,Guam,1217
06/26/2020,Hawaii,850
06/26/2020,Idaho,5149
06/26/2020,Illinois,141812
06/26/2020,Indiana,45269
06/26/2020,Iowa,27828
06/26/2020,Kansas,13729
06/26/2020,Kentucky,15033
06/26/2020,Louisiana,54882
06/26/2020,Maine,3102
06/26/2020,Maryland,66704
06/26/2020,Massachusetts,108070
06/26/2020,Michigan,69473
06/26/2020,Minnesota,34651
06/26/2020,Mississippi,25066
06/26/2020,Missouri,20567
06/26/2020,Montana,829
06/26/2020,Nebraska,18524
06/26/2020,Nevada,15359
06/26/2020,New Hampshire,5671
06/26/2020,New Jersey,172438
06/26/2020,New Mexico,11408
06/26/2020,New York,395972
06/26/2020,North Carolina,59257
06/26/2020,North Dakota,3430
06/26/2020,Northern Mariana Islands,30
06/26/2020,Ohio,48638
06/26/2020,Oklahoma,12343
06/26/2020,Oregon,8008
06/26/2020,Pennsylvania,88950
06/26/2020,Puerto Rico,6922
06/26/2020,Rhode Island,16661
06/26/2020,South Carolina,30335
06/26/2020,South Dakota,6535
06/26/2020,Tennessee,38802
06/26/2020,Texas,142582
06/26/2020,Utah,20218
06/26/2020,Vermont,1198
06/26/2020,Virgin Islands,81
06/26/2020,Virginia,60500
06/26/2020,Washington,32489
06/26/2020,West Virginia,2729
06/26/2020,Wisconsin,29718
06/26/2020,Wyoming,1368
06/27/2020,Alabama,35083
06/27/2020,Alaska,1027
06/27/2020,Arizona,70152
06/27/2020,Arkansas,19310
06/27/2020,California,211453
06/27/2020,Colorado,32006
06/27/2020,Connecticut,46206
06/27/2020,Delaware,11091
06/27/2020,District of Columbia,10216
06/27/2020,Florida,132537
06/27/2020,Georgia,71066
06/27/2020,Guam,1217
06/27/2020,Hawaii,856
06/27/2020,Idaho,5319
06/27/2020,Illinois,142536
06/27/2020,Indiana,45707
06/27/2020,Iowa,28203
06/27/2020,Kansas,13767
06/27/2020,Kentucky,15337
06/27/2020,Louisiana,54882
06/27/2020,Maine,3154
06/27/2020,Maryland,67032
06/27/2020,Massachusetts,108443
06/27/2020,Michigan,69802
06/27/2020,Minnesota,35068
06/27/2020,Mississippi,25531
06/27/2020,Missouri,20909
06/27/2020,Montana,852
06/27/2020,Nebraska,18775
06/27/2020,Nevada,16400
06/27/2020,New Hampshire,5717
06/27/2020,New Jersey,172727
06/27/2020,New Mexico,11619
06/27/2020,New York,396669
06/27/2020,North Carolina,60709
06/27/2020,North Dakota,3467
06/27/2020,Northern Mariana Islands,30
06/27/2020,Ohio,49455
06/27/2020,Oklahoma,12642
06/27/2020,Oregon,8110
06/27/2020,Pennsylvania,89400
06/27/2020,Puerto Rico,7066
06/27/2020,Rhode Island,16661
06/27/2020,South Carolina,31939
06/27/2020,South Dakota,6626
06/27/2020,Tennessee,39813
06/27/2020,Texas,148639
06/27/2020,Utah,20735
06/27/2020,Vermont,1200
06/27/2020,Virgin Islands,81
06/27/2020,Virginia,61177
06/27/2020,Washington,33031
06/27/2020,West Virginia,2781
06/27/2020,Wisconsin,30235
06/27/2020,Wyoming,1392
06/28/2020,Alabama,35441
06/28/2020,Alaska,1060
06/28/2020,Arizona,73961
06/28/2020,Arkansas,19818
06/28/2020,California,216955
06/28/2020,Colorado,32290
06/28/2020,Connecticut,46303
06/28/2020,Delaware,11226
06/28/2020,District of Columbia,10248
06/28/2020,Florida,141067
06/28/2020,Georgia,72800
06/28/2020,Guam,1217
06/28/2020,Hawaii,883
06/28/2020,Idaho,5543
06/28/2020,Illinois,143117
06/28/2020,Indiana,46071
06/28/2020,Iowa,28520
06/28/2020,Kansas,14016
06/28/2020,Kentucky,15480
06/28/2020,Louisiana,56349
06/28/2020,Maine,3191
06/28/2020,Maryland,67360
06/28/2020,Massachusetts,108667
06/28/2020,Michigan,70042
06/28/2020,Minnesota,35584
06/28/2020,Mississippi,25899
06/28/2020,Missouri,21254
06/28/2020,Montana,863
06/28/2020,Nebraska,18900
06/28/2020,Nevada,17187
06/28/2020,New Hampshire,5747
06/28/2020,New Jersey,173036
06/28/2020,New Mexico,11809
06/28/2020,New York,397293
06/28/2020,North Carolina,62178
06/28/2020,North Dakota,3504
06/28/2020,Northern Mariana Islands,30
06/28/2020,Ohio,50309
06/28/2020,Oklahoma,12944
06/28/2020,Oregon,8348
06/28/2020,Pennsylvania,89785
06/28/2020,Puerto Rico,7189
06/28/2020,Rhode Island,16661
06/28/2020,South Carolina,33320
06/28/2020,South Dakota,6681
06/28/2020,Tennessee,39945
06/28/2020,Texas,152866
06/28/2020,Utah,21155
06/28/2020,Vermont,1202
06/28/2020,Virgin Islands,81
06/28/2020,Virginia,61664
06/28/2020,Washington,33341
06/28/2020,West Virginia,2831
06/28/2020,Wisconsin,30716
06/28/2020,Wyoming,1417
06/29/2020,Alabama,37175
06/29/2020,Alaska,1085
06/29/2020,Arizona,74602
06/29/2020,Arkansas,20257
06/29/2020,California,223995
06/29/2020,Colorado,32495
06/29/2020,Connecticut,46362
06/29/2020,Delaware,11376
06/29/2020,District of Columbia,10292
06/29/2020,Florida,146333
06/29/2020,Georgia,74816
06/29/2020,Guam,1224
06/29/2020,Hawaii,884
06/29/2020,Idaho,5770
06/29/2020,Illinois,143885
06/29/2020,Indiana,46370
06/29/2020,Iowa,28874
06/29/2020,Kansas,14568
06/29/2020,Kentucky,15657
06/29/2020,Louisiana,57189
06/29/2020,Maine,3219
06/29/2020,Maryland,67837
06/29/2020,Massachusetts,108768
06/29/2020,Michigan,70356
06/29/2020,Minnesota,35896
06/29/2020,Mississippi,26568
06/29/2020,Missouri,21748
06/29/2020,Montana,919
06/29/2020,Nebraska,19064
06/29/2020,Nevada,17971
06/29/2020,New Hampshire,5760
06/29/2020,New Jersey,173126
06/29/2020,New Mexico,11982
06/29/2020,New York,397684
06/29/2020,North Carolina,63692
06/29/2020,North Dakota,3548
06/29/2020,Northern Mariana Islands,30
06/29/2020,Ohio,51046
06/29/2020,Oklahoma,13172
06/29/2020,Oregon,8509
06/29/2020,Pennsylvania,90553
06/29/2020,Puerto Rico,7250
06/29/2020,Rhode Island,16764
06/29/2020,South Carolina,34644
06/29/2020,South Dakota,6716
06/29/2020,Tennessee,41388
06/29/2020,Texas,158756
06/29/2020,Utah,21818
06/29/2020,Vermont,1208
06/29/2020,Virgin Islands,84
06/29/2020,Virginia,62115
06/29/2020,Washington,34036
06/29/2020,West Virginia,2869
06/29/2020,Wisconsin,31103
06/29/2020,Wyoming,1450
06/30/2020,Alabama,38045
06/30/2020,Alaska,1132
06/30/2020,Arizona,79399
06/30/2020,Arkansas,20777
06/30/2020,California,232153
06/30/2020,Colorado,32698
06/30/2020,Connecticut,46514
06/30/2020,Delaware,11474
06/30/2020,District of Columbia,10327
06/30/2020,Florida,152426
06/30/2020,Georgia,77280
06/30/2020,Guam,1228
06/30/2020,Hawaii,901
06/30/2020,Idaho,6124
06/30/2020,Illinois,144661
06/30/2020,Indiana,46740
06/30/2020,Iowa,29152
06/30/2020,Kansas,14629
06/30/2020,Kentucky,15916
06/30/2020,Louisiana,58203
06/30/2020,Maine,3253
06/30/2020,Maryland,68152
06/30/2020,Massachusetts,108882
06/30/2020,Michigan,70850
06/30/2020,Minnesota,36338
06/30/2020,Mississippi,27248
06/30/2020,Missouri,22275
06/30/2020,Montana,967
06/30/2020,Nebraska,19194
06/30/2020,Nevada,18582
06/30/2020,New Hampshire,5782
06/30/2020,New Jersey,173521
06/30/2020,New Mexico,12147
06/30/2020,New York,398142
06/30/2020,North Carolina,65064
06/30/2020,North Dakota,3585
06/30/2020,Northern Mariana Islands,30
06/30/2020,Ohio,51789
06/30/2020,Oklahoma,13757
06/30/2020,Oregon,8695
06/30/2020,Pennsylvania,91226
06/30/2020,Puerto Rico,7465
06/30/2020,Rhode Island,16813
06/30/2020,South Carolina,36399
06/30/2020,South Dakota,6764
06/30/2020,Tennessee,42815
06/30/2020,Texas,166703
06/30/2020,Utah,22364
06/30/2020,Vermont,1208
06/30/2020,Virgin Islands,90
06/30/2020,Virginia,62709
06/30/2020,Washington,34541
06/30/2020,West Virginia,2904
06/30/2020,Wisconsin,31723
06/30/2020,Wyoming,1487
07/01/2020,Alabama,38962
07/01/2020,Alaska,1174
07/01/2020,Arizona,84152
07/01/2020,Arkansas,21197
07/01/2020,California,239764
07/01/2020,Colorado,33012
07/01/2020,Connecticut,46572
07/01/2020,Delaware,11510
07/01/2020,District of Columbia,10365
07/01/2020,Florida,158989
07/01/2020,Georgia,79589
07/01/2020,Guam,1240
07/01/2020,Hawaii,909
07/01/2020,Idaho,6379
07/01/2020,Illinois,145541
07/01/2020,Indiana,47116
07/01/2020,Iowa,29618
07/01/2020,Kansas,15142
07/01/2020,Kentucky,16114
07/01/2020,Louisiana,60286
07/01/2020,Maine,3294
07/01/2020,Maryland,68502
07/01/2020,Massachusetts,109143
07/01/2020,Michigan,71279
07/01/2020,Minnesota,36753
07/01/2020,Mississippi,27900
07/01/2020,Missouri,22595
07/01/2020,Montana,1016
07/01/2020,Nebraska,19325
07/01/2020,Nevada,19151
07/01/2020,New Hampshire,5802
07/01/2020,New Jersey,173782
07/01/2020,New Mexico,12276
07/01/2020,New York,398770
07/01/2020,North Carolina,66815
07/01/2020,North Dakota,3624
07/01/2020,Northern Mariana Islands,30
07/01/2020,Ohio,52865
07/01/2020,Oklahoma,14112
07/01/2020,Oregon,9019
07/01/2020,Pennsylvania,91864
07/01/2020,Puerto Rico,7537
07/01/2020,Rhode Island,16853
07/01/2020,South Carolina,37919
07/01/2020,South Dakota,6826
07/01/2020,Tennessee,44360
07/01/2020,Texas,174826
07/01/2020,Utah,22864
07/01/2020,Vermont,1210
07/01/2020,Virgin Islands,92
07/01/2020,Virginia,63125
07/01/2020,Washington,35258
07/01/2020,West Virginia,2979
07/01/2020,Wisconsin,32307
07/01/2020,Wyoming,1514
07/02/2020,Alabama,40111
07/02/2020,Alaska,1224
07/02/2020,Arizona,87495
07/02/2020,Arkansas,22075
07/02/2020,California,248198
07/02/2020,Colorado,33335
07/02/2020,Connecticut,46646
07/02/2020,Delaware,11731
07/02/2020,District of Columbia,10390
07/02/2020,Florida,169098
07/02/2020,Georgia,82475
07/02/2020,Guam,1249
07/02/2020,Hawaii,929
07/02/2020,Idaho,6688
07/02/2020,Illinois,146407
07/02/2020,Indiana,47553
07/02/2020,Iowa,30259
07/02/2020,Kansas,15226
07/02/2020,Kentucky,16370
07/02/2020,Louisiana,61669
07/02/2020,Maine,3328
07/02/2020,Maryland,69015
07/02/2020,Massachusetts,109338
07/02/2020,Michigan,71853
07/02/2020,Minnesota,37247
07/02/2020,Mississippi,28770
07/02/2020,Missouri,23085
07/02/2020,Montana,1083
07/02/2020,Nebraska,19476
07/02/2020,Nevada,19871
07/02/2020,New Hampshire,5822
07/02/2020,New Jersey,174212
07/02/2020,New Mexico,12520
07/02/2020,New York,399642
07/02/2020,North Carolina,68512
07/02/2020,North Dakota,3666
07/02/2020,Northern Mariana Islands,30
07/02/2020,Ohio,54166
07/02/2020,Oklahoma,14539
07/02/2020,Oregon,9344
07/02/2020,Pennsylvania,92703
07/02/2020,Puerto Rico,7608
07/02/2020,Rhode Island,16941
07/02/2020,South Carolina,39701
07/02/2020,South Dakota,6893
07/02/2020,Tennessee,46176
07/02/2020,Texas,182260
07/02/2020,Utah,23466
07/02/2020,Vermont,1227
07/02/2020,Virgin Islands,98
07/02/2020,Virginia,63655
07/02/2020,Washington,35921
07/02/2020,West Virginia,3053
07/02/2020,Wisconsin,32876
07/02/2020,Wyoming,1550
07/03/2020,Alabama,41865
07/03/2020,Alaska,1284
07/03/2020,Arizona,91894
07/03/2020,Arkansas,22622
07/03/2020,California,256298
07/03/2020,Colorado,33607
07/03/2020,Connecticut,46717
07/03/2020,Delaware,11923
07/03/2020,District of Columbia,10435
07/03/2020,Florida,178586
07/03/2020,Georgia,85079
07/03/2020,Guam,1255
07/03/2020,Hawaii,957
07/03/2020,Idaho,7034
07/03/2020,Illinois,147293
07/03/2020,Indiana,48099
07/03/2020,Iowa,30631
07/03/2020,Kansas,16015
07/03/2020,Kentucky,16655
07/03/2020,Louisiana,63397
07/03/2020,Maine,3373
07/03/2020,Maryland,69422
07/03/2020,Massachusetts,109628
07/03/2020,Michigan,72306
07/03/2020,Minnesota,37661
07/03/2020,Mississippi,29684
07/03/2020,Missouri,23620
07/03/2020,Montana,1128
07/03/2020,Nebraska,19660
07/03/2020,Nevada,20878
07/03/2020,New Hampshire,5857
07/03/2020,New Jersey,174598
07/03/2020,New Mexico,12776
07/03/2020,New York,400561
07/03/2020,North Carolina,70451
07/03/2020,North Dakota,3731
07/03/2020,Northern Mariana Islands,31
07/03/2020,Ohio,55257
07/03/2020,Oklahoma,15065
07/03/2020,Oregon,9643
07/03/2020,Pennsylvania,93418
07/03/2020,Puerto Rico,7683
07/03/2020,Rhode Island,16991
07/03/2020,South Carolina,41532
07/03/2020,South Dakota,6978
07/03/2020,Tennessee,47882
07/03/2020,Texas,190049
07/03/2020,Utah,24070
07/03/2020,Vermont,1236
07/03/2020,Virgin Islands,111
07/03/2020,Virginia,64312
07/03/2020,Washington,36417
07/03/2020,West Virginia,3126
07/03/2020,Wisconsin,33565
07/03/2020,Wyoming,1582
07/04/2020,Alabama,42862
07/04/2020,Alaska,1339
07/04/2020,Arizona,94616
07/04/2020,Arkansas,23209
07/04/2020,California,265176
07/04/2020,Colorado,33900
07/04/2020,Connecticut,46717
07/04/2020,Delaware,11996
07/04/2020,District of Columbia,10447
07/04/2020,Florida,190044
07/04/2020,Georgia,87592
07/04/2020,Guam,1257
07/04/2020,Hawaii,981
07/04/2020,Idaho,7431
07/04/2020,Illinois,148151
07/04/2020,Indiana,48628
07/04/2020,Iowa,31167
07/04/2020,Kansas,16165
07/04/2020,Kentucky,16709
07/04/2020,Louisiana,63397
07/04/2020,Maine,3397
07/04/2020,Maryland,69724
07/04/2020,Massachusetts,109838
07/04/2020,Michigan,72702
07/04/2020,Minnesota,37661
07/04/2020,Mississippi,30674
07/04/2020,Missouri,24061
07/04/2020,Montana,1167
07/04/2020,Nebraska,19826
07/04/2020,Nevada,21671
07/04/2020,New Hampshire,5871
07/04/2020,New Jersey,174889
07/04/2020,New Mexico,13063
07/04/2020,New York,401286
07/04/2020,North Carolina,71735
07/04/2020,North Dakota,3788
07/04/2020,Northern Mariana Islands,31
07/04/2020,Ohio,56183
07/04/2020,Oklahoma,15645
07/04/2020,Oregon,9937
07/04/2020,Pennsylvania,93922
07/04/2020,Puerto Rico,7787
07/04/2020,Rhode Island,16991
07/04/2020,South Carolina,43386
07/04/2020,South Dakota,7028
07/04/2020,Tennessee,49232
07/04/2020,Texas,195707
07/04/2020,Utah,24717
07/04/2020,Vermont,1238
07/04/2020,Virgin Islands,112
07/04/2020,Virginia,65027
07/04/2020,Washington,36799
07/04/2020,West Virginia,3205
07/04/2020,Wisconsin,34243
07/04/2020,Wyoming,1606
07/05/2020,Alabama,43953
07/05/2020,Alaska,1371
07/05/2020,Arizona,98126
07/05/2020,Arkansas,23814
07/05/2020,California,271587
07/05/2020,Colorado,34100
07/05/2020,Connecticut,46717
07/05/2020,Delaware,12128
07/05/2020,District of Columbia,10482
07/05/2020,Florida,200103
07/05/2020,Georgia,89489
07/05/2020,Guam,1257
07/05/2020,Hawaii,1005
07/05/2020,Idaho,7799
07/05/2020,Illinois,148730
07/05/2020,Indiana,49203
07/05/2020,Iowa,31612
07/05/2020,Kansas,16289
07/05/2020,Kentucky,16712
07/05/2020,Louisiana,65334
07/05/2020,Maine,3415
07/05/2020,Maryland,69957
07/05/2020,Massachusetts,109974
07/05/2020,Michigan,73027
07/05/2020,Minnesota,38173
07/05/2020,Mississippi,30900
07/05/2020,Missouri,24334
07/05/2020,Montana,1212
07/05/2020,Nebraska,19937
07/05/2020,Nevada,22518
07/05/2020,New Hampshire,5897
07/05/2020,New Jersey,175258
07/05/2020,New Mexico,13256
07/05/2020,New York,401822
07/05/2020,North Carolina,73096
07/05/2020,North Dakota,3825
07/05/2020,Northern Mariana Islands,31
07/05/2020,Ohio,57151
07/05/2020,Oklahoma,15928
07/05/2020,Oregon,10237
07/05/2020,Pennsylvania,94403
07/05/2020,Puerto Rico,7916
07/05/2020,Rhode Island,16991
07/05/2020,South Carolina,44847
07/05/2020,South Dakota,7063
07/05/2020,Tennessee,50365
07/05/2020,Texas,200137
07/05/2020,Utah,25005
07/05/2020,Vermont,1249
07/05/2020,Virgin Islands,112
07/05/2020,Virginia,65662
07/05/2020,Washington,37468
07/05/2020,West Virginia,3335
07/05/2020,Wisconsin,34750
07/05/2020,Wyoming,1634
07/06/2020,Alabama,44878
07/06/2020,Alaska,1401
07/06/2020,Arizona,101542
07/06/2020,Arkansas,24253
07/06/2020,California,277869
07/06/2020,Colorado,34316
07/06/2020,Connecticut,46976
07/06/2020,Delaware,12293
07/06/2020,District of Columbia,10515
07/06/2020,Florida,206439
07/06/2020,Georgia,91015
07/06/2020,Guam,1270
07/06/2020,Hawaii,1012
07/06/2020,Idaho,8222
07/06/2020,Illinois,149428
07/06/2020,Indiana,49560
07/06/2020,Iowa,31764
07/06/2020,Kansas,17082
07/06/2020,Kentucky,17464
07/06/2020,Louisiana,66435
07/06/2020,Maine,3423
07/06/2020,Maryland,70497
07/06/2020,Massachusetts,110137
07/06/2020,Michigan,73403
07/06/2020,Minnesota,38606
07/06/2020,Mississippi,31257
07/06/2020,Missouri,24850
07/06/2020,Montana,1249
07/06/2020,Nebraska,20052
07/06/2020,Nevada,22930
07/06/2020,New Hampshire,5914
07/06/2020,New Jersey,175467
07/06/2020,New Mexico,13507
07/06/2020,New York,402338
07/06/2020,North Carolina,74933
07/06/2020,North Dakota,3858
07/06/2020,Northern Mariana Islands,31
07/06/2020,Ohio,57956
07/06/2020,Oklahoma,16362
07/06/2020,Oregon,10413
07/06/2020,Pennsylvania,95187
07/06/2020,Puerto Rico,8585
07/06/2020,Rhode Island,16991
07/06/2020,South Carolina,46380
07/06/2020,South Dakota,7105
07/06/2020,Tennessee,51509
07/06/2020,Texas,209350
07/06/2020,Utah,25653
07/06/2020,Vermont,1251
07/06/2020,Virgin Islands,116
07/06/2020,Virginia,66015
07/06/2020,Washington,38517
07/06/2020,West Virginia,3442
07/06/2020,Wisconsin,35318
07/06/2020,Wyoming,1675
07/07/2020,Alabama,45785
07/07/2020,Alaska,1423
07/07/2020,Arizona,105159
07/07/2020,Arkansas,24512
07/07/2020,California,287766
07/07/2020,Colorado,34717
07/07/2020,Connecticut,47033
07/07/2020,Delaware,12414
07/07/2020,District of Columbia,10569
07/07/2020,Florida,213786
07/07/2020,Georgia,93707
07/07/2020,Guam,1272
07/07/2020,Hawaii,1053
07/07/2020,Idaho,8582
07/07/2020,Illinois,150110
07/07/2020,Indiana,49859
07/07/2020,Iowa,32153
07/07/2020,Kansas,17157
07/07/2020,Kentucky,17820
07/07/2020,Louisiana,68371
07/07/2020,Maine,3440
07/07/2020,Maryland,70986
07/07/2020,Massachusetts,110338
07/07/2020,Michigan,74011
07/07/2020,Minnesota,39170
07/07/2020,Mississippi,32214
07/07/2020,Missouri,25566
07/07/2020,Montana,1327
07/07/2020,Nebraska,20205
07/07/2020,Nevada,23848
07/07/2020,New Hampshire,5932
07/07/2020,New Jersey,175734
07/07/2020,New Mexico,13727
07/07/2020,New York,402928
07/07/2020,North Carolina,76188
07/07/2020,North Dakota,3903
07/07/2020,Northern Mariana Islands,31
07/07/2020,Ohio,58904
07/07/2020,Oklahoma,17220
07/07/2020,Oregon,10654
07/07/2020,Pennsylvania,95986
07/07/2020,Puerto Rico,8714
07/07/2020,Rhode Island,17154
07/07/2020,South Carolina,47352
07/07/2020,South Dakota,7163
